"","ID","name","year","total_enrollment","female","asian","black","hispanic","multi_racial","native_american","white","disability","ESL","poverty","elementary","middle","high","mean_class_size","resp_rate_parent","outsiders_parent","resp_rate_student","outsiders_student","resp_rate_teacher","outsiders_teacher"
"115","08X375","The Bronx Mathematics Preparatory School","2020-21",188,0.484,0.048,0.41,0.5,0,0.027,0.016,0.234,0.165,0.95,0,1,0,19.9375,0.73,0.04,0.63,0.16,0.95,0.05
"116","08X376","Antonia Pantoja Preparatory Academy: A College Boa","2020-21",405,0.449,0.037,0.205,0.701,0.01,0.025,0.022,0.272,0.153,0.86,0,0.437037037037037,0.562962962962963,22.125,0.64,0.1,0.89,0.25,1,0.03
"117","08X424","Bronx Academy for Multi-Media","2020-21",274,0.449,0.004,0.259,0.726,0,0,0.011,0.328,0.255,0.95,0,1,0,20.4285714285714,0.58,0.03,0.21,0.14,0.47,0
"118","08X448","Soundview Academy for Culture and Scholarship","2020-21",361,0.49,0.019,0.274,0.684,0.003,0.003,0.017,0.263,0.108,0.8,0,1,0,23.4404761904762,0.09,0.06,0.15,0.2,0.61,0.06
"119","08X467","Mott Hall Community School","2020-21",342,0.512,0.035,0.152,0.719,0,0.015,0.079,0.213,0.102,0.83,0,1,0,22.09375,0.13,0.14,0.28,0.09,0.71,0.05
"120","08X562","Blueprint Middle School","2020-21",558,0.538,0.271,0.093,0.538,0.005,0.023,0.07,0.199,0.203,0.93,0,1,0,24.2333333333333,0.12,0.14,0.45,0.16,0.79,0.05
"121","09X004","P.S./M.S. 004 Crotona Park West","2020-21",413,0.477,0.005,0.448,0.533,0.002,0.005,0.007,0.223,0.153,0.95,0.581113801452784,0.343825665859564,0,14.1333333333333,0.19,0.09,0.63,0.08,0.89,0.03
"122","09X022","J.H.S. 022 Jordan L. Mott","2020-21",354,0.475,0.011,0.246,0.72,0.006,0,0.017,0.254,0.291,0.95,0,1,0,21.1875,0.8,0,0.48,0.15,0.72,0
"123","09X117","I.S. 117 Joseph H. Wade","2020-21",405,0.452,0,0.21,0.773,0.002,0.005,0.01,0.279,0.323,0.94,0,1,0,22.6904761904762,0.3,0.02,0.53,0.2,0.91,0.02
"124","09X128","Mott Hall III","2020-21",354,0.531,0.006,0.328,0.638,0,0.003,0.025,0.215,0.096,0.91,0,1,0,21,0.29,0.01,0.68,0.18,0.54,0
"125","09X215","Kappa","2020-21",317,0.514,0.022,0.502,0.445,0.003,0.003,0.025,0.249,0.158,0.93,0,1,0,18.7619047619048,0.1,0.03,0.69,0.23,0.66,0
"126","09X218","P.S./I.S. 218 Rafael Hernandez Dual Language Magne","2020-21",1000,0.492,0.023,0.038,0.907,0.002,0.009,0.009,0.171,0.231,0.89,0.567,0.338,0,23.5185185185185,0.05,0.1,0.77,0.17,0.7,0.06
"127","09X219","I.S. 219 New Venture School","2020-21",285,0.481,0.004,0.404,0.565,0.004,0.004,0.021,0.4,0.218,0.95,0,1,0,15.8333333333333,0.58,0.02,0.43,0.21,0.45,0
"128","09X229","I.S. 229 Roland Patterson","2020-21",201,0.398,0.01,0.303,0.662,0.005,0,0.02,0.388,0.194,0.93,0,1,0,12.9814814814815,1,0.01,1,0.09,1,0.06
"129","09X231","Eagle Academy for Young Men","2020-21",485,0.002,0.006,0.515,0.452,0.002,0.01,0.008,0.301,0.064,0.83,0,0.375257731958763,0.624742268041237,16.8333333333333,0.09,0.11,0.39,0.17,0.45,0
"130","09X232","I.S. 232","2020-21",376,0.434,0,0.223,0.771,0,0,0.005,0.229,0.295,0.95,0,1,0,19.125,0.71,0.01,0.62,0.17,0.82,0.04
"131","09X241","Urban Assembly School for Applied Math and Science","2020-21",613,0.473,0.003,0.266,0.715,0.002,0.011,0.003,0.289,0.14,0.93,0,0.414355628058728,0.585644371941272,20.2777777777778,0.04,0.07,0.2,0.08,0.6,0.03
"132","09X303","I.S. X303 Leadership & Community Service","2020-21",328,0.491,0.009,0.302,0.68,0,0.003,0.006,0.305,0.159,0.94,0,1,0,23.3809523809524,0.83,0.03,0.97,0.1,0.94,0
"133","09X313","I.S. 313 School of Leadership Development","2020-21",239,0.423,0.004,0.243,0.728,0,0.008,0.017,0.255,0.351,0.92,0,1,0,14.1428571428571,0.98,0.02,0.95,0.22,0.8,0.18
"134","09X323","Bronx Writing Academy","2020-21",330,0.485,0.012,0.27,0.676,0,0.006,0.036,0.252,0.282,0.95,0,1,0,18.9642857142857,0.12,0.13,0.48,0.13,0.79,0.13
"135","09X324","Bronx Early College Academy for Teaching & Learnin","2020-21",503,0.469,0.024,0.231,0.734,0,0.004,0.006,0.239,0.095,0.88,0,0.353876739562624,0.646123260437376,18.75,0.24,0.02,0.46,0.11,0.86,0.2
"136","09X327","Comprehensive Model School Project M.S. 327","2020-21",701,0.455,0.004,0.19,0.795,0.003,0,0.009,0.274,0.133,0.91,0,0.400855920114123,0.599144079885877,22.2777777777778,0.3,0.03,0.41,0.08,1,0
"137","09X328","New Millennium Bronx Academy of the Arts","2020-21",315,0.479,0.016,0.34,0.629,0,0,0.016,0.286,0.168,0.93,0,1,0,17.0208333333333,0.05,0,0.53,0.18,0.87,0.07
"138","09X339","I.S. 339","2020-21",315,0.483,0,0.302,0.689,0,0.003,0.006,0.295,0.346,0.95,0,1,0,10.5416666666667,0.95,0.2,0.94,0.25,0.9,0.02
"139","09X361","The Highbridge Green School","2020-21",384,0.513,0,0.221,0.763,0,0,0.016,0.247,0.234,0.95,0,1,0,22.7619047619048,0.36,0.02,0.86,0.1,0.88,0.03
"140","09X413","Bronx High School for Medical Science","2020-21",493,0.527,0.065,0.247,0.653,0.002,0.014,0.016,0.256,0.144,0.87,0,0.350912778904665,0.649087221095335,17.7222222222222,0.08,0.08,0.62,0.21,0.88,0
"141","09X454","Science and Technology Academy: A Mott Hall School","2020-21",404,0.448,0.03,0.262,0.673,0.002,0.01,0.022,0.215,0.176,0.95,0,1,0,21.4583333333333,0.28,0.03,0.71,0.12,0.89,0.06
"142","09X505","Bronx School for Law, Government and Justice","2020-21",754,0.576,0.011,0.208,0.761,0.004,0.007,0.008,0.247,0.126,0.87,0,0.362068965517241,0.637931034482759,23.4761904761905,0.25,0.08,0.63,0.2,0.88,0.18
"143","09X568","Young Women's Leadership School of the Bronx","2020-21",554,1,0.036,0.291,0.637,0.004,0.011,0.018,0.181,0.07,0.86,0,0.463898916967509,0.536101083032491,24.6666666666667,0.34,0.05,0.51,0.2,0.93,0.03
"144","09X593","South Bronx International Middle School","2020-21",138,0.486,0.007,0.145,0.833,0,0,0.014,0.152,0.877,0.95,0,1,0,19.7142857142857,0.92,0.02,0.99,0.15,0.85,0
"145","09X594","M.S. 594","2020-21",241,0.436,0.012,0.303,0.664,0,0.012,0.008,0.328,0.257,0.93,0,1,0,16.952380952381,0.61,0.04,0.78,0.15,0.96,0.05
"146","10X003","P.S. 3 Raul Julia Micro Society","2020-21",336,0.524,0,0.253,0.741,0,0,0.006,0.28,0.155,0.95,0.544642857142857,0.342261904761905,0,19.4166666666667,0.53,0.04,0.83,0.27,0.88,0
"147","10X015","P.S. X015 Institute for Environmental Learning","2020-21",463,0.546,0.017,0.106,0.86,0.006,0.011,0,0.268,0.201,0.78,0.503239740820734,0.412526997840173,0,20.7368421052632,0.11,0.06,0.57,0.17,0.63,0.22
"148","10X020","PS/MS 20 P.O.George J. Werdann, III","2020-21",857,0.488,0.075,0.107,0.744,0.002,0.02,0.048,0.258,0.265,0.95,0.486581096849475,0.424737456242707,0,21.7166666666667,0.11,0.03,0.65,0.22,0.81,0.22
"149","10X045","Thomas C. Giordano Middle School 45","2020-21",693,0.502,0.013,0.177,0.771,0.004,0.004,0.03,0.228,0.183,0.91,0,1,0,19.4238095238095,0.03,0.17,0.59,0.2,0.51,0.11
"150","10X086","P.S. 086 Kingsbridge Heights","2020-21",1523,0.504,0.032,0.072,0.863,0.003,0.005,0.022,0.219,0.292,0.9,0.732764281024294,0.139198949441891,0,21.3818452380952,0.06,0.06,0.2,0.05,0.71,0
"151","10X095","P.S. 095 Sheila Mencher","2020-21",1038,0.479,0.056,0.164,0.709,0.01,0.007,0.053,0.2,0.148,0.83,0.532755298651252,0.393063583815029,0,23.2105263157895,0.29,0.07,0.68,0.18,0.41,0.06
"152","10X118","J.H.S. 118 William W. Niles","2020-21",956,0.482,0.152,0.179,0.605,0.001,0.018,0.046,0.198,0.135,0.91,0,1,0,16.6496527777778,0.06,0.09,0.37,0.17,0.7,0.04
"153","10X141","Riverdale / Kingsbridge Academy (Middle School / H","2020-21",1567,0.493,0.063,0.093,0.56,0.015,0.006,0.263,0.178,0.076,0.51,0,0.511805998723676,0.488194001276324,23.75,0.11,0.05,0.59,0.23,0.54,0.02
"154","10X206","I.S. 206 Ann Mersereau","2020-21",254,0.476,0.016,0.114,0.854,0,0.004,0.012,0.28,0.394,0.92,0,1,0,21.9142857142857,0.8,0.01,0.73,0.11,0.92,0.09
"155","10X225","Theatre Arts Production Company School","2020-21",548,0.657,0.018,0.237,0.723,0,0.002,0.016,0.266,0.104,0.84,0,0.352189781021898,0.647810218978102,19.0714285714286,0.14,0.06,0.66,0.26,0.85,0.16
"156","10X228","Jonas Bronck Academy","2020-21",270,0.478,0.059,0.159,0.737,0.004,0.004,0.037,0.215,0.081,0.89,0,1,0,25.5714285714286,0.55,0.03,0.68,0.12,0.82,0.06
"157","10X243","West Bronx Academy for the Future","2020-21",647,0.505,0.025,0.167,0.791,0.002,0.002,0.014,0.263,0.176,0.92,0,0.452859350850077,0.547140649149923,26.4047619047619,0.04,0.04,0.44,0.17,0.81,0
"158","10X244","The New School for Leadership and Journalism","2020-21",679,0.479,0.019,0.081,0.875,0.004,0,0.021,0.211,0.219,0.95,0,1,0,24.2604166666667,0.1,0.01,0.67,0.13,0.75,0
"159","10X254","I.S. 254","2020-21",472,0.511,0.021,0.127,0.841,0,0.004,0.006,0.286,0.322,0.9,0,1,0,22.0714285714286,0.06,0.03,0.55,0.16,0.64,0.04
"160","10X279","P.S. 279 Captain Manuel Rivera, Jr.","2020-21",890,0.49,0.031,0.158,0.792,0.002,0.007,0.007,0.215,0.272,0.95,0.504494382022472,0.431460674157303,0,20.9391534391534,0.2,0.02,0.66,0.08,0.97,0.01
"161","10X308","Bronx Dance Academy School","2020-21",265,0.728,0.019,0.174,0.781,0.008,0,0.019,0.23,0.079,0.87,0,1,0,22.9285714285714,0.06,0.12,0.64,0.17,0.65,0.07
"162","10X315","P.S. 315 Lab School","2020-21",224,0.509,0.018,0.121,0.835,0.013,0.004,0.009,0.174,0.174,0.94,0.5,0.397321428571429,0,20,0.75,0.04,1,0.11,0.88,0
"163","10X331","The Bronx School of Young Leaders","2020-21",450,0.513,0.016,0.229,0.733,0.002,0.004,0.016,0.262,0.218,0.88,0,1,0,18.0925925925926,0.17,0.07,0.69,0.15,0.97,0.03
"164","10X342","International School for Liberal Arts","2020-21",532,0.466,0,0,1,0,0,0,0.118,0.771,0.95,0,0.268796992481203,0.731203007518797,21.6666666666667,0.85,0.03,0.65,0.07,1,0
"165","10X363","Academy For Personal Leadership And Excellence","2020-21",803,0.458,0.029,0.128,0.808,0.002,0.009,0.024,0.263,0.288,0.91,0,1,0,21.2740740740741,0.06,0.04,0.85,0.13,0.77,0
"166","10X368","In-Tech Academy (M.S. / High School 368)","2020-21",997,0.473,0.03,0.073,0.856,0.003,0.009,0.029,0.209,0.177,0.85,0,0.402206619859579,0.597793380140421,23.8690476190476,0.05,0.09,0.24,0.17,0.6,0.05
"167","10X390","M.S. 390","2020-21",547,0.466,0.009,0.166,0.808,0,0.005,0.011,0.201,0.289,0.92,0,1,0,19.8642857142857,0.1,0.06,0.49,0.14,0.54,0.12
"168","10X391","The Angelo Patri Middle School","2020-21",407,0.462,0.01,0.229,0.752,0,0.005,0.005,0.273,0.307,0.92,0,1,0,18.5714285714286,0.27,0.04,0.64,0.26,0.74,0.09
"169","10X447","Creston Academy","2020-21",453,0.506,0.004,0.146,0.832,0.004,0.007,0.007,0.232,0.276,0.95,0,1,0,27.1708333333333,0.37,0.02,0.77,0.09,0.6,0
"170","11X019","P.S. 019 Judith K. Weiss","2020-21",536,0.478,0.035,0.069,0.276,0.03,0.009,0.578,0.151,0.08,0.46,0.548507462686567,0.363805970149254,0,26.5,0.34,0.02,0.87,0.14,0.97,0
"171","11X083","P.S. 083 Donald Hertz","2020-21",1587,0.488,0.112,0.054,0.464,0.008,0.011,0.351,0.193,0.185,0.71,0.483301827347196,0.437303087586641,0,26.2637844611529,0.19,0.06,0.14,0.06,0.8,0.01
"172","11X089","P.S. 089 Bronx","2020-21",1409,0.505,0.113,0.182,0.551,0.01,0.006,0.138,0.169,0.187,0.77,0.537260468417317,0.393896380411639,0,23.3458333333333,0.02,0.06,0.11,0.21,0.96,0.02
"173","11X127","J.H.S. 127 The Castle Hill","2020-21",873,0.473,0.328,0.215,0.4,0.003,0.017,0.037,0.194,0.173,0.77,0,1,0,27.0833333333333,0.35,0.06,0.66,0.16,1,0
"174","11X144","J.H.S. 144 Michelangelo","2020-21",432,0.435,0.069,0.549,0.352,0,0.009,0.021,0.269,0.088,0.78,0,1,0,22.0625,0.4,0.05,0.81,0.15,0.98,0
"175","11X175","P.S. 175 City Island","2020-21",287,0.488,0.038,0.098,0.449,0.031,0.003,0.376,0.188,0.07,0.48,0.554006968641115,0.362369337979094,0,20.85,0.06,0,0.75,0.15,0.92,0
"176","11X180","M.S. 180 Dr. Daniel Hale Williams","2020-21",984,0.522,0.032,0.646,0.27,0.013,0.011,0.026,0.207,0.028,0.74,0,1,0,20.9099702380952,0.2,0.08,0.79,0.18,0.47,0.09
"177","11X181","I.S. 181 Pablo Casals","2020-21",852,0.485,0.068,0.589,0.271,0.006,0.022,0.032,0.239,0.039,0.8,0,1,0,21.0916666666667,0.23,0.07,0.69,0.11,0.86,0
"178","11X194","P.S./M.S. 194","2020-21",1182,0.495,0.373,0.065,0.497,0.008,0.019,0.036,0.173,0.183,0.82,0.495769881556684,0.39678510998308,0,24.3187969924812,0.2,0.05,0.85,0.16,0.72,0.05
"179","11X287","North Bronx School of Empowerment","2020-21",423,0.499,0.017,0.518,0.416,0.009,0.021,0.019,0.286,0.161,0.91,0,1,0,18.0416666666667,0.18,0.04,0.69,0.22,0.83,0
"180","11X326","Bronx Green Middle School","2020-21",406,0.495,0.044,0.212,0.591,0.015,0.005,0.133,0.195,0.177,0.91,0,1,0,25.0238095238095,0.17,0.01,0.63,0.23,0.89,0.08
"181","11X355","Bronx Alliance Middle School","2020-21",301,0.508,0.023,0.645,0.322,0,0.003,0.007,0.289,0.05,0.83,0,1,0,26.5277777777778,0.12,0.06,0.36,0.16,0.92,0
"182","11X370","Leaders of Tomorrow","2020-21",437,0.476,0.023,0.54,0.382,0.007,0.014,0.034,0.295,0.144,0.85,0,1,0,21.0595238095238,0.33,0.06,0.73,0.18,0.93,0.05
"183","11X462","Cornerstone Academy for Social Action Middle Schoo","2020-21",235,0.494,0.013,0.626,0.328,0.009,0.017,0.009,0.204,0.043,0.86,0,1,0,22.4333333333333,0.89,0.07,0.71,0.15,0.81,0
"184","11X468","Pelham Academy of Academics and Community Engageme","2020-21",324,0.472,0.093,0.185,0.593,0.006,0.003,0.12,0.219,0.182,0.89,0,1,0,26.0714285714286,0.61,0.07,0.85,0.1,0.97,0.07
"185","11X498","P.S./M.S. 11X498 - Van Nest Academy","2020-21",637,0.48,0.069,0.093,0.608,0.017,0.006,0.207,0.203,0.094,0.78,0.494505494505495,0.436420722135008,0,24.9404761904762,0.36,0.05,0.58,0.12,0.87,0
"186","11X529","One World Middle School at Edenwald","2020-21",339,0.451,0.035,0.566,0.36,0,0.029,0.009,0.274,0.044,0.88,0,1,0,26.75,0.44,0.03,0.85,0.13,0.85,0
"187","11X532","Baychester Middle School","2020-21",277,0.473,0.011,0.621,0.314,0.007,0.022,0.022,0.213,0.097,0.83,0,1,0,24.0625,0.03,0,0.57,0.12,0.79,0.06
"188","11X556","Bronx Park Middle School","2020-21",391,0.491,0.061,0.169,0.65,0.005,0.005,0.11,0.212,0.238,0.87,0,1,0,27.9285714285714,0.31,0.06,0.41,0.13,0.73,0.04
"189","11X566","Pelham Gardens Middle School","2020-21",420,0.488,0.05,0.543,0.338,0,0.017,0.052,0.238,0.069,0.82,0,1,0,18.62,0.18,0.04,0.46,0.19,0.94,0
"190","12X098","J.H.S. 098 Herman Ridder","2020-21",185,0.508,0.032,0.227,0.703,0.005,0.016,0.016,0.238,0.378,0.95,0,1,0,20.1666666666667,0.21,0.05,0.82,0.29,0.65,0.07
"191","12X129","M.S. 129 Academy for Independent Learning and Lead","2020-21",486,0.475,0.037,0.265,0.675,0,0.006,0.016,0.274,0.15,0.95,0,1,0,18.4270833333333,0.06,0.07,0.42,0.22,0.86,0.03
"192","12X190","E.S.M.T- I.S. 190","2020-21",270,0.493,0.011,0.263,0.707,0.004,0.004,0.011,0.219,0.141,0.93,0,1,0,19.0625,0.12,0.03,0.52,0.22,0.7,0
"193","12X211","P.S. 211","2020-21",456,0.52,0.004,0.171,0.805,0.004,0.002,0.009,0.215,0.129,0.93,0.484649122807018,0.440789473684211,0,17.8888888888889,0.05,0.09,0.63,0.2,0.96,0.19
"194","12X214","P.S. 214","2020-21",987,0.522,0.03,0.212,0.733,0.007,0.008,0.009,0.204,0.16,0.91,0.495440729483283,0.439716312056738,0,22.6958333333333,0.56,0.07,0.66,0.2,1,0.06
"195","12X217","School of Performing Arts","2020-21",304,0.523,0.03,0.365,0.563,0.007,0.02,0.016,0.349,0.141,0.95,0,1,0,23.5833333333333,0.67,0.02,0.85,0.22,0.74,0.17
"196","12X242","Mott Hall V","2020-21",674,0.51,0.045,0.151,0.786,0.001,0.009,0.006,0.286,0.178,0.89,0,0.440652818991098,0.559347181008902,26.9166666666667,0.16,0.02,0.5,0.11,0.78,0.07
"197","12X267","Bronx Latin","2020-21",548,0.465,0.016,0.19,0.77,0.005,0.005,0.011,0.255,0.128,0.94,0,0.428832116788321,0.571167883211679,24.7142857142857,0.04,0,0.18,0.17,0.53,0.12
"198","12X271","East Bronx Academy for the Future","2020-21",661,0.498,0.027,0.245,0.694,0.003,0.021,0.005,0.289,0.166,0.91,0,0.381240544629349,0.618759455370651,16.5,0.03,0.28,0.12,0.18,0.65,0.05
"199","12X273","Frederick Douglass Academy V. Middle School","2020-21",204,0.515,0.01,0.24,0.716,0.005,0.015,0.015,0.265,0.201,0.95,0,1,0,20.4166666666667,0.5,0.02,0.51,0.14,0.89,0
"200","12X286","Fannie Lou Hamer Middle School","2020-21",274,0.474,0.018,0.288,0.653,0.004,0.007,0.029,0.277,0.182,0.9,0,1,0,24.3055555555556,0.62,0.04,0.67,0.2,0.96,0
"201","12X316","Kappa III","2020-21",359,0.521,0.028,0.242,0.71,0.003,0.011,0.006,0.267,0.131,0.9,0,1,0,20.7291666666667,0.39,0.07,0.66,0.16,0.93,0.04
"202","12X318","I.S. X318 Math, Science & Technology Through Arts","2020-21",183,0.454,0.005,0.29,0.689,0,0.005,0.011,0.311,0.202,0.95,0,1,0,17.3666666666667,0.86,0.06,0.92,0.13,0.84,0
"203","12X341","Accion Academy","2020-21",308,0.506,0.01,0.234,0.711,0.003,0.016,0.026,0.292,0.237,0.95,0,1,0,16.5833333333333,0.15,0.04,0.63,0.18,0.73,0
"204","12X383","Emolior Academy","2020-21",377,0.446,0.077,0.252,0.655,0,0.016,0,0.273,0.196,0.89,0,1,0,25.6428571428571,0.72,0.01,0.75,0.16,0.94,0.03
"205","13K113","M.S. 113 Ronald Edmonds Learning Center","2020-21",324,0.509,0.046,0.654,0.272,0.009,0.006,0.012,0.302,0.056,0.87,0,1,0,17.6904761904762,0.06,0,0.27,0.17,0.52,0.07
"206","13K265","Dr. Susan S. McKinney Secondary School of the Arts","2020-21",320,0.6,0.009,0.697,0.247,0.003,0.022,0.016,0.284,0.031,0.86,0,0.3,0.7,13.125,0.03,0,0.17,0.26,0.5,0.08
"207","13K266","M.S. K266 - Park Place Community Middle School","2020-21",148,0.473,0,0.622,0.324,0,0,0.054,0.318,0.034,0.77,0,1,0,13.2857142857143,0.07,0.18,0.15,0.1,0.79,0.07
"208","13K301","Satellite East Middle School","2020-21",82,0.476,0.098,0.72,0.11,0.012,0.037,0.024,0.341,0.122,0.95,0,1,0,14.6,0.1,0,0.55,0.16,0.67,0
"209","13K313","Dock Street School for STEAM Studies","2020-21",283,0.491,0.049,0.643,0.166,0.035,0.011,0.092,0.194,0.004,0.6,0,1,0,18.8809523809524,0.06,0.06,0.01,NA,0.48,0.15
"210","13K351","The Urban Assembly Unison School","2020-21",187,0.471,0.059,0.69,0.176,0.016,0.011,0.048,0.321,0.102,0.84,0,1,0,18.5714285714286,0.22,0.02,0.71,0.1,0.8,0
"211","13K492","Academy of Arts and Letters","2020-21",657,0.508,0.046,0.358,0.145,0.068,0.017,0.365,0.189,0.03,0.33,0.557077625570776,0.343987823439878,0,23.7777777777778,0.24,0.04,0.68,0.1,0.8,0.08
"212","13K527","Urban Assembly Institute of Math and Science for Y","2020-21",497,0.998,0.103,0.577,0.177,0.008,0.014,0.115,0.173,0.08,0.83,0,0.352112676056338,0.647887323943662,23.3333333333333,0.23,0.1,0.74,0.2,1,0.08
"213","13K691","Fort Greene Preparatory Academy","2020-21",190,0.542,0.032,0.621,0.237,0.037,0.011,0.063,0.316,0.063,0.86,0,1,0,22.9,0.06,0.09,0.53,0.21,0.44,0.09
"214","13K915","I.S. 915","2020-21",298,0.456,0.037,0.356,0.191,0.07,0.01,0.336,0.201,0.023,0.3,0,1,0,23.5714285714286,0.59,0.02,0.81,0.13,0.75,0.13
"215","14K050","J.H.S. 050 John D. Wells","2020-21",337,0.451,0.03,0.258,0.674,0,0.012,0.024,0.288,0.104,0.88,0,1,0,18.03125,0.63,0,0.9,0.12,0.9,0
"216","14K071","Juan Morel Campos Secondary School","2020-21",503,0.465,0.004,0.247,0.676,0.002,0.002,0.064,0.33,0.262,0.85,0,0.369781312127237,0.630218687872763,20.3055555555556,0.52,0.02,0.74,0.07,1,0.04
"217","14K084","P.S. 084 Jose De Diego","2020-21",698,0.48,0.034,0.062,0.613,0.054,0.004,0.232,0.203,0.115,0.53,0.518624641833811,0.379656160458453,0,17.3611111111111,0.12,0.04,0.76,0.15,0.94,0
"218","14K126","John Ericsson Middle School 126","2020-21",271,0.443,0.015,0.232,0.694,0.011,0,0.048,0.317,0.111,0.9,0,1,0,21.8095238095238,0.66,0.04,0.89,0.11,0.48,0.13
"219","14K157","P.S./I.S. 157 The Benjamin Franklin Health & Scien","2020-21",324,0.438,0.003,0.194,0.759,0.006,0,0.037,0.327,0.173,0.83,0.509259259259259,0.432098765432099,0,18.95,0.11,0.03,0.36,0.06,0.58,0
"220","14K318","I.S. 318 Eugenio Maria De Hostos","2020-21",1266,0.493,0.064,0.167,0.508,0.018,0.002,0.236,0.187,0.058,0.58,0,1,0,23.0616883116883,0.09,0.07,0.51,0.1,0.84,0.04
"221","14K577","Conselyea Preparatory School","2020-21",472,0.521,0.047,0.044,0.591,0.002,0.004,0.309,0.229,0.051,0.56,0,1,0,27.6666666666667,0.2,0.01,0.89,0.12,0.91,0
"222","14K582","M.S. 582","2020-21",350,0.434,0.006,0.231,0.737,0.014,0,0.011,0.311,0.137,0.84,0,1,0,22.047619047619,0.63,0.06,0.71,0.13,1,0
"223","14K586","Lyons Community School","2020-21",408,0.483,0.012,0.358,0.6,0.007,0,0.022,0.287,0.086,0.9,0,0.32843137254902,0.67156862745098,13.875,0.08,0,0.34,0.19,0.89,0
"224","14K614","Young Women's Leadership School of Brooklyn","2020-21",371,1,0.04,0.466,0.437,0.005,0.008,0.027,0.243,0.075,0.81,0,0.296495956873315,0.703504043126685,15.8333333333333,0.12,0.05,0.32,0.23,0.59,0.13
"225","15K051","M.S. 51 William Alexander","2020-21",1143,0.532,0.219,0.08,0.31,0.04,0.004,0.343,0.207,0.063,0.47,0,1,0,27.5003401360544,0.27,0.1,0.42,0.09,0.69,0.08
"226","15K088","J.H.S. 088 Peter Rouget","2020-21",1392,0.47,0.19,0.126,0.485,0.024,0.003,0.168,0.246,0.147,0.68,0,1,0,22.0343537414966,0.14,0.07,0.66,0.17,0.59,0.02
"227","15K136","I.S. 136 Charles O. Dewey","2020-21",487,0.52,0.105,0.033,0.772,0.006,0.004,0.078,0.29,0.345,0.91,0,1,0,22.1041666666667,0.07,0.09,0.36,0.11,0.74,0.06
"228","15K442","M.S. 442 Carroll Gardens School for Innovation","2020-21",357,0.403,0.081,0.115,0.275,0.064,0.011,0.448,0.286,0.034,0.34,0,1,0,25.7,0.24,0.05,0.56,0.1,0.72,0
"229","15K443","New Voices School of Academic & Creative Arts","2020-21",569,0.638,0.127,0.084,0.325,0.037,0.004,0.418,0.218,0.053,0.44,0,1,0,29.1666666666667,0.12,0.1,0.05,0.14,0.45,0
"230","15K447","The Math & Science Exploratory School","2020-21",539,0.419,0.132,0.156,0.234,0.048,0.002,0.427,0.278,0.033,0.41,0,1,0,27.7222222222222,0.17,0.04,0.28,0.05,0.79,0.07
"231","15K448","Brooklyn Collaborative Studies","2020-21",690,0.497,0.039,0.32,0.377,0.019,0.003,0.226,0.27,0.052,0.64,0,0.427536231884058,0.572463768115942,30.3333333333333,0.19,0.07,0.31,0.15,0.85,0
"232","15K464","Park Slope Collegiate","2020-21",687,0.412,0.058,0.307,0.392,0.017,0.003,0.213,0.263,0.073,0.64,0,0.425036390101892,0.574963609898108,20.0714285714286,0.09,0.05,0.52,0.14,0.6,0.03
"233","15K497","The Boerum Hill School for International Studies","2020-21",778,0.486,0.031,0.279,0.246,0.051,0.006,0.365,0.211,0.075,0.47,0,0.56426735218509,0.43573264781491,23.775,0.11,0.12,0.6,0.19,0.79,0.06
