"","ID","name","year","total_enrollment","female","asian","black","hispanic","multi_racial","native_american","white","disability","ESL","poverty","elementary","middle","high","mean_class_size","resp_rate_parent","outsiders_parent","resp_rate_student","outsiders_student","resp_rate_teacher","outsiders_teacher"
"353","24Q560","Robert F. Wagner, Jr. Secondary School for Arts an","2020-21",645,0.431,0.237,0.051,0.513,0.014,0.003,0.163,0.169,0.033,0.74,0,0.286821705426357,0.713178294573643,52.3333333333333,0.32,0.07,0.67,0.12,0.37,0
"354","25Q025","I.S. 025 Adrien Block","2020-21",1033,0.464,0.587,0.014,0.242,0.009,0.004,0.145,0.154,0.135,0.6,0,1,0,24.4813988095238,0.23,0.05,0.75,0.12,0.6,0
"355","25Q164","P.S. 164 Queens Valley","2020-21",609,0.511,0.33,0.044,0.258,0.008,0.005,0.355,0.159,0.099,0.71,0.505747126436782,0.407224958949097,0,22.6710526315789,0.35,0.02,0.83,0.21,0.54,0.04
"356","25Q185","J.H.S. 185 Edward Bleeker","2020-21",1401,0.468,0.605,0.017,0.278,0.008,0.002,0.089,0.153,0.136,0.74,0,1,0,24.615367965368,0.18,0.05,0.8,0.1,0.85,0.01
"357","25Q189","J.H.S. 189 Daniel Carter Beard","2020-21",714,0.496,0.629,0.034,0.311,0.004,0.001,0.021,0.158,0.217,0.76,0,1,0,21.7395833333333,0.22,0.04,0.63,0.15,0.88,0.08
"358","25Q194","J.H.S. 194 William Carr","2020-21",1191,0.473,0.492,0.013,0.243,0.008,0.003,0.238,0.128,0.096,0.59,0,1,0,22.7343073593074,0.29,0.08,0.54,0.15,0.68,0
"359","25Q200","P.S./M.S. 200 - The Magnet School of Global Studie","2020-21",525,0.499,0.147,0.194,0.516,0.017,0.015,0.11,0.196,0.069,0.69,0.579047619047619,0.327619047619048,0,24.0877192982456,0.24,0.01,0.58,0.25,0.64,0
"360","25Q219","P.S. 219 Paul Klapper","2020-21",627,0.447,0.501,0.064,0.3,0.002,0.006,0.128,0.301,0.177,0.73,0.5311004784689,0.37799043062201,0,21.5098039215686,0.24,0.02,0.74,0.11,0.9,0.03
"361","25Q237","I.S. 237","2020-21",1319,0.484,0.787,0.039,0.155,0.005,0.002,0.011,0.117,0.204,0.73,0,1,0,21.3020833333333,0.11,0.08,0.78,0.17,0.74,0.22
"362","25Q250","I.S. 250 The Robert F. Kennedy Community Middle Sc","2020-21",327,0.434,0.235,0.284,0.364,0,0.024,0.092,0.248,0.171,0.8,0,1,0,26.6071428571429,0.16,0.06,0.81,0.21,0.9,0.11
"363","25Q252","Queens School of Inquiry, The","2020-21",608,0.497,0.436,0.141,0.227,0.01,0.003,0.168,0.153,0.044,0.61,0,0.424342105263158,0.575657894736842,15.8833333333333,0.08,0.02,0.6,0.15,0.8,0
"364","25Q281","East-West School of International Studies","2020-21",674,0.45,0.726,0.045,0.169,0.007,0.003,0.043,0.147,0.11,0.79,0,0.43620178041543,0.56379821958457,23,0.24,0.06,0.49,0.11,0.81,0.02
"365","25Q285","World Journalism Preparatory: A College Board Scho","2020-21",624,0.559,0.184,0.038,0.375,0.013,0.003,0.369,0.205,0.027,0.56,0,0.439102564102564,0.560897435897436,30.0833333333333,0.26,0.08,0.75,0.18,0.74,0
"366","25Q294","BELL Academy","2020-21",353,0.49,0.397,0.031,0.269,0.025,0,0.272,0.193,0.051,0.46,0,1,0,27.6428571428571,0.18,0.02,0.88,0.15,0.75,0
"367","25Q379","College Point Collaborative","2020-21",481,0.489,0.146,0.01,0.699,0.004,0.004,0.137,0.181,0.146,0.76,0,1,0,23.8095238095238,0.22,0.03,0.73,0.14,0.88,0
"368","25Q499","The Queens College School for Math, Science and Te","2020-21",514,0.533,0.498,0.183,0.181,0.053,0.012,0.074,0.117,0.029,0.49,0.571984435797665,0.340466926070039,0,25,0.3,0.03,0.88,0.16,0.59,0
"369","26Q067","J.H.S. 067 Louis Pasteur","2020-21",1044,0.481,0.604,0.052,0.125,0.016,0.004,0.19,0.109,0.038,0.41,0,1,0,23.875,0.27,0.03,0.89,0.13,0.68,0.02
"370","26Q074","J.H.S. 074 Nathaniel Hawthorne","2020-21",1110,0.44,0.654,0.034,0.131,0.026,0.001,0.152,0.152,0.057,0.47,0,1,0,22.8966049382716,0.35,0.03,0.73,0.11,0.75,0.04
"371","26Q158","M.S. 158 Marie Curie","2020-21",972,0.489,0.652,0.038,0.152,0.021,0.002,0.134,0.135,0.063,0.52,0,1,0,21.3645833333333,0.29,0.08,0.7,0.17,0.61,0
"372","26Q172","Irwin Altman Middle School 172","2020-21",974,0.479,0.642,0.081,0.143,0.018,0.017,0.098,0.167,0.073,0.54,0,1,0,26.0255102040816,0.3,0.05,0.77,0.21,0.29,0.11
"373","26Q178","P.S./ IS 178 Holliswood","2020-21",515,0.515,0.155,0.058,0.105,0.014,0.016,0.652,0.151,0.07,0.4,0.56504854368932,0.34368932038835,0,23.8684210526316,0.21,0.09,0.86,0.23,0.71,0.04
"374","26Q216","J.H.S. 216 George J. Ryan","2020-21",1577,0.496,0.685,0.049,0.128,0.015,0.006,0.115,0.1,0.081,0.66,0,1,0,24.7355769230769,0.15,0.08,0.65,0.12,0.57,0.02
"375","26Q266","P.S./I.S. 266","2020-21",584,0.497,0.322,0.269,0.26,0.024,0.017,0.106,0.226,0.026,0.49,0.520547945205479,0.405821917808219,0,20.7166666666667,0.31,0.01,0.85,0.15,0.71,0
"376","27Q042","P.S./M.S 042 R. Vernam","2020-21",615,0.528,0.023,0.678,0.252,0.024,0.007,0.016,0.276,0.033,0.95,0.619512195121951,0.292682926829268,0,21.7781954887218,0.04,0,0.5,0.21,0.98,0.06
"377","27Q043","P.S. 043","2020-21",784,0.496,0.013,0.61,0.356,0.003,0,0.019,0.24,0.068,0.93,0.607142857142857,0.303571428571429,0,21.212962962963,0.02,0.11,0.31,0.26,0.64,0.26
"378","27Q047","P.S. 047 Chris Galas","2020-21",248,0.496,0.036,0.048,0.137,0.012,0,0.766,0.306,0.012,0.35,0.588709677419355,0.314516129032258,0,20.9666666666667,0.12,0.03,0.44,0.09,0.96,0
"379","27Q053","M.S. 053 Brian Piccolo","2020-21",158,0.367,0,0.5,0.443,0.032,0.013,0.013,0.348,0.215,0.88,0,1,0,22.1666666666667,0.6,0.05,0.81,0.16,1,0.11
"380","27Q105","P.S. 105 The Bay School","2020-21",779,0.48,0.026,0.61,0.34,0.004,0.012,0.009,0.297,0.033,0.94,0.540436456996149,0.369704749679076,0,21.9125,0.04,0.03,0.76,0.25,0.81,0.04
"381","27Q114","P.S./M.S. 114 Belle Harbor","2020-21",642,0.484,0.016,0.014,0.123,0.012,0,0.833,0.224,0.009,0.2,0.682242990654206,0.191588785046729,0,21.3148148148148,0.18,0.03,0.82,0.13,0.92,0
"382","27Q124","P.S. 124 Osmond A Church","2020-21",1083,0.472,0.482,0.176,0.177,0.013,0.108,0.042,0.114,0.076,0.63,0.518928901200369,0.404432132963989,0,23.8472222222222,0.09,0.02,0.86,0.14,0.5,0.06
"383","27Q137","M.S. 137 America's School of Heroes","2020-21",1930,0.484,0.498,0.04,0.394,0.004,0.025,0.039,0.156,0.109,0.79,0,1,0,23.5075892857143,0.14,0.07,0.66,0.12,0.9,0
"384","27Q146","P.S. 146 Howard Beach","2020-21",545,0.517,0.084,0.022,0.387,0.006,0.017,0.484,0.226,0.029,0.49,0.565137614678899,0.344954128440367,0,24.3529411764706,0.21,0.05,0.99,0.16,0.75,0.1
"385","27Q183","P.S. 183 Dr. Richard R. Green","2020-21",447,0.45,0.029,0.588,0.275,0.004,0.027,0.076,0.331,0.065,0.92,0.590604026845638,0.313199105145414,0,20.9266666666667,0.04,0.16,0.72,0.21,0.45,0.2
"386","27Q202","J.H.S. 202 Robert H. Goddard","2020-21",1033,0.477,0.336,0.079,0.474,0.008,0.04,0.061,0.17,0.094,0.78,0,1,0,20.8072916666667,0.34,0.06,0.61,0.12,0.93,0
"387","27Q207","P.S. 207 Rockwood Park","2020-21",661,0.483,0.051,0.02,0.225,0.012,0.002,0.69,0.186,0.012,0.31,0.623298033282905,0.270801815431165,0,21.6315789473684,0.1,0.07,0.57,0.21,0.78,0
"388","27Q210","J.H.S. 210 Elizabeth Blackwell","2020-21",1692,0.462,0.282,0.048,0.609,0.007,0.024,0.029,0.188,0.177,0.77,0,1,0,21.9169528388278,0.12,0.1,0.73,0.21,0.91,0.08
"389","27Q226","J.H.S. 226 Virgil I. Grissom","2020-21",864,0.455,0.306,0.309,0.225,0.008,0.138,0.014,0.218,0.075,0.91,0,1,0,24.2020833333333,0.24,0.1,0.81,0.19,0.9,0.05
"390","27Q232","P.S. 232 Lindenwood","2020-21",890,0.491,0.067,0.057,0.538,0.015,0.007,0.313,0.198,0.035,0.52,0.541573033707865,0.370786516853933,0,23.5833333333333,0.13,0.04,0.12,0.1,0.45,0.03
"391","27Q262","Channel View School for Research","2020-21",1177,0.486,0.069,0.402,0.399,0.013,0.012,0.102,0.15,0.034,0.73,0,0.401869158878505,0.598130841121495,24.3055555555556,0.27,0.07,0.66,0.16,0.9,0.04
"392","27Q297","Hawtree Creek Middle School","2020-21",394,0.485,0.251,0.294,0.228,0.008,0.178,0.041,0.226,0.063,0.85,0,1,0,25.7916666666667,0.33,0.02,0.81,0.09,0.97,0
"393","27Q309","Academy of Medical Technology: A College Board Sch","2020-21",712,0.49,0.049,0.383,0.494,0.007,0.021,0.041,0.16,0.164,0.8,0,0.349719101123595,0.650280898876405,14.375,0.02,0.06,0.51,0.13,0.88,0.04
"394","27Q318","Waterside School For Leadership","2020-21",199,0.462,0.055,0.523,0.342,0.015,0.015,0.05,0.281,0.085,0.86,0,1,0,15.4375,0.38,0.12,0.85,0.18,0.9,0.11
"395","27Q319","Village Academy","2020-21",367,0.477,0.008,0.515,0.45,0.003,0.011,0.014,0.305,0.166,0.84,0,1,0,21.3333333333333,0.4,0.05,0.88,0.18,1,0.03
"396","27Q323","Scholars' Academy","2020-21",1240,0.54,0.206,0.162,0.194,0.012,0.012,0.408,0.147,0.002,0.42,0,0.47258064516129,0.52741935483871,30.6666666666667,0.36,0.04,0.88,0.15,0.88,0.06
"397","28Q008","J.H.S. 008 Richard S. Grossley","2020-21",442,0.5,0.183,0.394,0.326,0.009,0.072,0.014,0.217,0.122,0.84,0,1,0,22.3571428571429,0.1,0.07,0.4,0.22,0.77,0.04
"398","28Q072","Catherine & Count Basie Middle School 72","2020-21",246,0.496,0.081,0.679,0.142,0.008,0.065,0.024,0.276,0.085,0.82,0,1,0,19.3333333333333,0.11,0.11,0.26,0.23,0.65,0
"399","28Q099","P.S. 099 Kew Gardens","2020-21",696,0.514,0.213,0.06,0.401,0.059,0.01,0.257,0.19,0.119,0.53,0.737068965517241,0.102011494252874,0,21.671875,0.34,0.02,0.8,0.09,0.98,0.02
"400","28Q157","J.H.S. 157 Stephen A. Halsey","2020-21",1648,0.506,0.255,0.072,0.226,0.037,0.007,0.4,0.147,0.104,0.49,0,0.986650485436893,0.0133495145631068,26.7435897435897,0.69,0.02,0.76,0.12,0.96,0.03
"401","28Q167","Metropolitan Expeditionary Learning School","2020-21",839,0.454,0.226,0.144,0.406,0.029,0.048,0.142,0.193,0.043,0.65,0,0.461263408820024,0.538736591179976,25.1428571428571,0.11,0.07,0.47,0.15,0.47,0
"402","28Q190","J.H.S. 190 Russell Sage","2020-21",1148,0.472,0.33,0.077,0.267,0.041,0.014,0.268,0.142,0.11,0.45,0,1,0,24.1458333333333,0.16,0.11,0.66,0.18,0.65,0.05
"403","28Q217","J.H.S. 217 Robert A. Van Wyck","2020-21",1591,0.479,0.335,0.113,0.46,0.006,0.047,0.038,0.165,0.199,0.75,0,1,0,24.9061985633414,0.51,0.06,0.77,0.14,0.93,0.04
"404","28Q284","York Early College Academy","2020-21",627,0.533,0.255,0.491,0.113,0.008,0.105,0.01,0.136,0.01,0.77,0,0.419457735247209,0.580542264752791,26.5,0.37,0.03,0.77,0.12,0.88,0.03
"405","28Q287","The Emerson School","2020-21",389,0.506,0.237,0.465,0.239,0,0.044,0.015,0.237,0.121,0.87,0,1,0,23.1047619047619,0.04,0.2,0.76,0.25,0.76,0.12
"406","28Q310","Queens Collegiate: A College Board School","2020-21",653,0.499,0.291,0.372,0.201,0.008,0.074,0.018,0.153,0.109,0.81,0,0.421133231240429,0.578866768759571,23.5714285714286,0.05,0.06,0.5,0.17,0.63,0.03
"407","28Q332","Redwood Middle School","2020-21",280,0.432,0.096,0.75,0.082,0.011,0.043,0.018,0.254,0.05,0.66,0,1,0,18.25,0.06,0.06,0.4,0.23,0.64,0
"408","28Q358","M.S. 358","2020-21",347,0.545,0.288,0.231,0.427,0.003,0.046,0.006,0.193,0.173,0.88,0,1,0,26.5714285714286,0.28,0.01,0.12,0.05,0.93,0
"409","28Q680","Queens Gateway to Health Sciences Secondary School","2020-21",720,0.54,0.528,0.233,0.094,0.003,0.061,0.036,0.14,0.014,0.56,0,0.386111111111111,0.613888888888889,14.4761904761905,0.08,0.23,0.58,0.24,0.33,0.29
"410","28Q896","Young Women's Leadership School, Queens","2020-21",579,1,0.413,0.335,0.133,0.014,0.033,0.035,0.145,0.031,0.69,0,0.443868739205527,0.556131260794473,23.7222222222222,0.2,0.12,0.46,0.33,0.76,0.04
"411","29Q059","I.S. 059 Springfield Gardens","2020-21",515,0.483,0.017,0.878,0.08,0.004,0.01,0.012,0.208,0.052,0.72,0,1,0,20.625,0.17,0.11,0.06,0.15,0.8,0.07
"412","29Q109","Jean Nuzzi Intermediate School","2020-21",1121,0.461,0.315,0.389,0.178,0.009,0.078,0.03,0.153,0.1,0.71,0,1,0,22.0972222222222,0.04,0.16,0.59,0.21,0.8,0.02
"413","29Q116","P.S./I.S. 116 William C. Hughley","2020-21",805,0.491,0.122,0.439,0.394,0,0.03,0.016,0.189,0.234,0.78,0.6,0.294409937888199,0,22.484649122807,0.05,0.05,0.31,0.23,0.88,0.05
"414","29Q138","P.S./M.S. 138 Sunrise","2020-21",588,0.471,0.056,0.747,0.126,0.027,0.014,0.031,0.165,0.085,0.74,0.474489795918367,0.452380952380952,0,22.7736842105263,0.08,0.02,0.53,0.27,0.78,0
"415","29Q147","P.S./M.S. 147 Ronald McNair","2020-21",502,0.484,0.03,0.831,0.11,0.002,0.02,0.006,0.225,0.06,0.64,0.48605577689243,0.442231075697211,0,22.1960784313725,0.14,0.05,0.62,0.21,0.88,0.2
"416","29Q192","I.S. 192 The Linden","2020-21",410,0.461,0.061,0.751,0.151,0,0.032,0.005,0.244,0.085,0.81,0,1,0,20.65625,0.17,0.06,0.34,0.17,0.6,0.06
"417","29Q208","P.S./I.S. 208","2020-21",727,0.484,0.081,0.717,0.136,0.023,0.025,0.017,0.201,0.022,0.51,0.463548830811554,0.449793672627235,0,22.7631578947368,0.15,0.04,0.06,0.17,0.35,0
"418","29Q238","I.S. 238 - Susan B. Anthony Academy","2020-21",1132,0.478,0.31,0.27,0.33,0.008,0.061,0.02,0.151,0.196,0.76,0,1,0,20.6521464646465,0.29,0.1,0.61,0.2,0.8,0.08
"419","29Q259","Pathways College Preparatory School: A College Boa","2020-21",617,0.47,0.091,0.797,0.065,0.008,0.024,0.01,0.165,0.036,0.77,0,0.455429497568882,0.544570502431118,18.2857142857143,0.16,0.06,0.65,0.24,0.3,0
"420","29Q268","P.S./I.S. 268","2020-21",628,0.508,0.261,0.202,0.4,0.006,0.102,0.029,0.166,0.197,0.79,0.571656050955414,0.332802547770701,0,24.6333333333333,0.24,0.03,0.79,0.18,0.94,0.02
"421","29Q270","The Gordon Parks School","2020-21",698,0.517,0.011,0.931,0.036,0.01,0.01,0.001,0.15,0.006,0.69,0.449856733524355,0.481375358166189,0,26.0055555555556,0.21,0.04,0.59,0.21,0.69,0.03
"422","29Q283","Preparatory Academy for Writers: A College Board S","2020-21",541,0.508,0.037,0.823,0.104,0.004,0.017,0.015,0.146,0.043,0.67,0,0.390018484288355,0.609981515711645,17.1944444444444,0.03,0.12,0.07,0.2,0.35,0.1
"423","29Q289","Queens United Middle School","2020-21",174,0.534,0.029,0.879,0.069,0,0.011,0.011,0.253,0.052,0.73,0,1,0,19.5238095238095,0.11,0.05,0.58,0.29,0.76,0
"424","29Q295","P.S./I.S. 295","2020-21",533,0.467,0.295,0.25,0.364,0.013,0.053,0.026,0.169,0.088,0.71,0.553470919324578,0.356472795497186,0,23.84,0.49,0.04,0.82,0.21,0.73,0
"425","29Q327","Eagle Academy for Young Men III","2020-21",422,0,0.028,0.858,0.043,0.005,0.026,0.017,0.249,0.012,0.7,0,0.447867298578199,0.552132701421801,19.5,0.14,0.13,0.33,0.2,0.53,0.12
"426","29Q355","Collaborative Arts Middle School","2020-21",393,0.601,0.01,0.847,0.112,0.005,0.015,0.01,0.206,0.046,0.75,0,1,0,25,0.3,0.05,0.65,0.14,1,0
"427","29Q356","Community Voices Middle School","2020-21",319,0.42,0.022,0.821,0.113,0.006,0.025,0.013,0.288,0.06,0.77,0,1,0,21.2083333333333,0.22,0.09,0.24,0.14,0.97,0.11
"428","30Q010","I.S. 010 Horace Greeley","2020-21",762,0.449,0.196,0.085,0.539,0.004,0.007,0.169,0.205,0.155,0.81,0,1,0,19.6299603174603,0.33,0.02,0.57,0.12,0.92,0.02
"429","30Q011","P.S. 011 Kathryn Phelan","2020-21",820,0.478,0.327,0.015,0.509,0.021,0.01,0.12,0.18,0.221,0.69,0.726829268292683,0.170731707317073,0,21.9188888888889,0.2,0.04,0.63,0.12,0.85,0.07
"430","30Q078","P.S./I.S. 78Q","2020-21",678,0.485,0.264,0.04,0.232,0.063,0.007,0.394,0.121,0.065,0.19,0.622418879056047,0.266961651917404,0,21.0666666666667,0.16,0.06,0.7,0.2,0.51,0
"431","30Q111","P.S. 111 Jacob Blackwell","2020-21",329,0.502,0.04,0.523,0.395,0.006,0.018,0.018,0.286,0.125,0.95,0.595744680851064,0.288753799392097,0,15.9375,0.57,0.19,0.92,0.26,0.84,0.06
"432","30Q122","P.S. 122 Mamie Fay","2020-21",1261,0.483,0.28,0.033,0.172,0.044,0.003,0.465,0.079,0.083,0.5,0.636003172085646,0.250594766058684,0,23.518115942029,0.24,0.03,0.64,0.14,0.55,0.05
"433","30Q126","Albert Shanker School for Visual and Performing Ar","2020-21",582,0.469,0.308,0.151,0.418,0.007,0.014,0.103,0.153,0.093,0.78,0,1,0,21.7642857142857,0.16,0.07,0.64,0.2,0.84,0.06
"434","30Q127","P.S. 127 Aerospace Science Magnet School","2020-21",1109,0.475,0.124,0.097,0.746,0.003,0.005,0.025,0.168,0.32,0.83,0.556357078449053,0.360685302073941,0,21.1228070175439,0.13,0.03,0.49,0.18,0.68,0.11
"435","30Q141","I.S. 141 The Steinway","2020-21",1166,0.468,0.157,0.045,0.374,0.021,0.009,0.39,0.159,0.093,0.69,0,1,0,22.4572094572095,0.61,0.04,0.81,0.1,0.95,0.01
"436","30Q145","I.S. 145 Joseph Pulitzer","2020-21",1602,0.492,0.066,0.011,0.9,0.001,0.002,0.019,0.15,0.225,0.92,0,1,0,24.8830455259027,0.93,0.03,0.94,0.13,0.88,0.1
"437","30Q150","P.S. 150 Queens","2020-21",918,0.496,0.276,0.008,0.429,0.042,0.008,0.237,0.124,0.166,0.62,0.776688453159041,0.0860566448801743,0,22.33125,0.43,0.04,0.77,0.02,0.76,0.04
"438","30Q204","I.S. 204 Oliver W. Holmes","2020-21",382,0.466,0.162,0.188,0.552,0.003,0.01,0.084,0.277,0.165,0.88,0,1,0,16.8541666666667,0.81,0.09,0.94,0.23,1,0.07
"439","30Q227","I.S. 227 Louis Armstrong","2020-21",1541,0.498,0.201,0.11,0.44,0.021,0.006,0.219,0.145,0.069,0.66,0.113562621674238,0.886437378325763,0,26.287037037037,0.26,0.05,0.65,0.12,0.89,0
"440","30Q230","I.S. 230","2020-21",1133,0.501,0.364,0.004,0.575,0.005,0.01,0.041,0.139,0.172,0.8,0,1,0,25.5634920634921,0.15,0.02,0.52,0.12,0.59,0
"441","30Q235","Academy for New Americans","2020-21",74,0.405,0.054,0.014,0.77,0.014,0.014,0.135,0,1,0.91,0,1,0,15.9444444444444,0.9,0,0.91,0.03,1,0
"442","30Q286","Young Women's Leadership School, Astoria","2020-21",597,1,0.335,0.075,0.412,0.008,0.012,0.157,0.159,0.035,0.76,0,0.47571189279732,0.52428810720268,27.3888888888889,0.11,0.05,0.64,0.19,0.66,0.08
"443","30Q291","Hunters Point Community Middle School","2020-21",417,0.489,0.134,0.101,0.532,0.017,0.005,0.204,0.23,0.077,0.66,0,1,0,23.6666666666667,0.42,0.05,0.77,0.1,0.94,0
"444","30Q300","The 30th Avenue School (G&T Citywide)","2020-21",534,0.502,0.498,0.047,0.084,0.067,0.009,0.294,0.062,0.043,0.25,0.556179775280899,0.353932584269663,0,25.25,0.54,0.02,0.51,0.08,0.84,0.04
"445","30Q580","Baccalaureate School for Global Education","2020-21",579,0.577,0.434,0.041,0.178,0.045,0.005,0.297,0.112,0.017,0.38,0,0.203799654576857,0.796200345423143,27.25,0.11,0.13,0.34,0.33,0.7,0
"446","31R002","I.S. R002 George L. Egbert","2020-21",986,0.498,0.185,0.091,0.3,0.015,0.002,0.406,0.222,0.096,0.69,0,1,0,22.9041666666667,0.15,0.1,0.63,0.16,0.69,0.14
"447","31R007","I.S. 007 Elias Bernstein","2020-21",1195,0.478,0.095,0.005,0.118,0.006,0.005,0.767,0.192,0.023,0.38,0,1,0,23.0826388888889,0.2,0.03,0.85,0.09,0.69,0.04
"448","31R024","I.S. 024 Myra S. Barnes","2020-21",1308,0.47,0.098,0.022,0.178,0.013,0.004,0.683,0.25,0.022,0.47,0,1,0,22.287037037037,0.17,0.1,0.37,0.13,0.82,0.04
"449","31R027","I.S. 027 Anning S. Prall","2020-21",1045,0.464,0.129,0.211,0.422,0.023,0.002,0.212,0.248,0.078,0.75,0,1,0,22.4645833333333,0.33,0.08,0.67,0.13,0.94,0.03
"450","31R028","The Eagle Academy for Young Men of Staten Island","2020-21",343,0,0.041,0.513,0.376,0.012,0.006,0.052,0.417,0.061,0.81,0,0.673469387755102,0.326530612244898,17.1428571428571,0.59,0.12,0.8,0.25,1,0
"451","31R034","I.S. 034 Tottenville","2020-21",1002,0.52,0.05,0.01,0.186,0.013,0.006,0.732,0.293,0.024,0.34,0,1,0,21.8962962962963,0.58,0.04,0.89,0.1,0.99,0.01
"452","31R048","P.S. 048 William G. Wilcox","2020-21",968,0.471,0.232,0.042,0.183,0.022,0.003,0.517,0.201,0.076,0.44,0.587809917355372,0.31198347107438,0,27.1666666666667,0.24,0.04,0.84,0.2,0.81,0
"453","31R049","I.S. 49 Berta A. Dreyfus","2020-21",626,0.55,0.109,0.345,0.454,0.013,0.011,0.069,0.351,0.136,0.88,0,1,0,19.8229166666667,0.17,0.16,0.52,0.25,0.93,0.04
"454","31R051","I.S. 051 Edwin Markham","2020-21",1380,0.48,0.059,0.22,0.488,0.02,0.007,0.205,0.297,0.101,0.72,0,1,0,24.2755102040816,0.1,0.05,0.61,0.15,0.57,0.05
"455","31R061","I.S. 061 William A Morris","2020-21",1001,0.557,0.034,0.327,0.494,0.022,0.003,0.119,0.298,0.121,0.76,0,1,0,23.6104166666667,0.12,0.12,0.42,0.12,0.95,0.09
"456","31R063","Marsh Avenue School for Expeditionary Learning","2020-21",461,0.503,0.145,0.072,0.36,0.022,0,0.395,0.228,0.017,0.53,0,1,0,22.8333333333333,0.26,0.08,0.53,0.11,0.59,0
"457","31R072","I.S. 072 Rocco Laurie","2020-21",1517,0.453,0.242,0.042,0.252,0.02,0.004,0.438,0.238,0.063,0.61,0,1,0,20.4777777777778,0.2,0.05,0.72,0.16,0.94,0.08
"458","31R075","I.S. 075 Frank D. Paulo","2020-21",1446,0.474,0.12,0.02,0.142,0.012,0.005,0.7,0.222,0.017,0.31,0,1,0,20.793970959596,0.15,0.06,0.81,0.1,0.93,0
"459","31R080","The Michael J. Petrides School","2020-21",1376,0.472,0.104,0.202,0.295,0.02,0.001,0.368,0.289,0.015,0.45,0.373546511627907,0.207122093023256,0.364825581395349,26.1538461538462,0.07,0.06,0.41,0.18,0.45,0.05
"460","31R861","Staten Island School of Civic Leadership","2020-21",878,0.516,0.151,0.222,0.402,0.039,0.009,0.174,0.235,0.065,0.75,0.57630979498861,0.314350797266515,0,26.6916666666667,0.09,0.02,0.66,0.23,0.73,0.13
"461","32K045","P.S./I.S. 045 Horace E. Greene","2020-21",572,0.533,0.03,0.434,0.491,0.002,0.007,0.035,0.226,0.147,0.86,0.561188811188811,0.365384615384615,0,19.8333333333333,0.08,0.05,0.47,0.22,0.71,0
"462","32K162","J.H.S. 162 The Willoughby","2020-21",327,0.489,0.037,0.073,0.856,0,0.006,0.028,0.232,0.232,0.84,0,1,0,16.2037037037037,0.16,0,0.74,0.12,1,0.06
"463","32K291","J.H.S. 291 Roland Hayes","2020-21",306,0.484,0.013,0.095,0.879,0,0.003,0.01,0.225,0.405,0.91,0,1,0,17.0416666666667,0.14,0,0.48,0.22,0.94,0.06
"464","32K347","I.S. 347 School of Humanities","2020-21",248,0.456,0.004,0.052,0.931,0,0.004,0.008,0.214,0.302,0.92,0,1,0,18.5595238095238,0.16,0.15,0.51,0.13,0.83,0
"465","32K349","I.S. 349 Math, Science & Tech.","2020-21",278,0.464,0.018,0.112,0.849,0,0.004,0.018,0.245,0.209,0.91,0,1,0,18.1458333333333,0.18,0.11,0.54,0.15,0.8,0.04
"466","32K383","J.H.S. 383 Philippa Schuyler","2020-21",893,0.512,0.032,0.309,0.629,0.006,0.003,0.018,0.175,0.056,0.83,0.0279955207166853,0.972004479283315,0,20.9444444444444,0.12,0.03,0.65,0.18,0.69,0.16
"467","32K384","P.S. /I.S. 384 Frances E. Carter","2020-21",405,0.486,0.012,0.158,0.82,0,0.002,0.007,0.272,0.23,0.87,0.530864197530864,0.382716049382716,0,17.1785714285714,0.04,0,0.72,0.14,0.82,0.03
"468","32K554","All City Leadership Secondary School","2020-21",431,0.51,0.058,0.088,0.731,0.005,0.005,0.114,0.169,0.035,0.8,0,0.415313225058005,0.584686774941995,29.1,0.07,0.07,0.33,0.11,0.74,0.08
"469","32K562","Evergreen Middle School for Urban Exploration","2020-21",366,0.475,0.003,0.199,0.768,0,0,0.03,0.224,0.18,0.87,0,1,0,18.5833333333333,0.3,0.01,0.76,0.11,1,0.08
